#old_ids,new_ids,fee
nft1nwkw6qw8kkflmc8lrjyernt096keky0d4edaqsfjt5mv4hpssmgs04ffat,nft1sg645whwq6epxg9dw5g7n604d9x4xwm8s6lu3zghxn4lrwdq84ms37yqxz,0
